ID,Interview.ID,Role,Speaker,Utterance,Line,Stanza,ML.AI.Applications,Limitations.of.ML.AI,Privacy,Human.involvemnt.interaction,Bias..Prejudice..and.Harm,Minimizing.Bias.and.Harm,Assessing.Underlying.Motivations,Trust.Building,Algorithms.and.computational.thinking,Training.and.Testing.Machines.Using.Data
8,JM,Faculty,Michael,"Yeah. In my work, not really. Not in an AI/ML way, one of the things we do is we'll set up auto video recording when kids are reading with a robot in the home. And so that was when we spent a lot of time thinking about and working with families and what's going to make them comfortable. And most of them were pretty fine with it. They just wanted it to be really, really clear when recording was happening. So it's actually impacts the choice of robots that I use. So the Misty robot I have has a little LED on its advisor that we can make really bright. And so it's there because when it's video recording, and it actually has a nice scene, but it's also really good indicator so that we train families to know that if you see that light, it's video recording. And we also train the families to know exactly how to shut that off in a one-touch thing. There's a spot on the robot that if you touch it there, the video recording will shut down.We also give them free license if they don't want to do that and just want to snap the whole thing off, that's okay too. So it's not in an AI/ML way, but in a privacy ethics issue, that's probably the number one thing I think we run into with my work.",8,2,1,0,1,1,1,1,0,1,0,0
9,JM,Researcher,Researcher 1,"Yeah. I mean, that's definitely related because a lot of AI and ML technologies surveil us, right, or take that data and then do something with it. So in that this case, it's about the data collection and how comfortable we are.",9,2,1,0,0,0,0,0,0,1,0,1
10,JM,Faculty,Michael,"Yeah. It's part of the decision we've done for facial recognition, part privacy, but also part practicality. We only do frame sampling... I think it's every... Might even be every minute now. We used to do it about 20 seconds, but even that was a little bit tough on the processing, and it ended up capturing a lot of information from the family home. So we set it somewhere between 30 and 60 seconds now where instead of trying to real-time video or a lot of people do three frames, a second kind of stuff, we take a really slow approach to it. In parts, we collect less data. It means that the facial recognition stuff is a little bit slower to respond. But in our user testing, it hasn't been too much of a big deal. So again, in that trade-off of how precise we can get the face tracking stuff versus how much information we're collecting from a home, we balance those two things out. And again, we're really clear with families about how that works and what's going on with it and how they can disable it if they need to.
",10,2,1,1,1,1,0,1,0,1,1,1
11,JM,Researcher,Researcher 1,"Yeah. And you haven't had any problems recognizing faces. It recognizes kids, all different kinds of kids?",11,2,1,0,0,0,1,0,0,0,0,0
12,JM,Faculty,Michael,"Oh yeah. That hasn't been a problem at all. Yeah. And it responds similarly. So the bugs are the same too. That was when I did my dissertation work. We did a lab study of it. And since I had so many kids, that was one thing that I was really aware of. I didn't want facial recognition to not work for somebody with darker skin kind of thing. That's a pretty common problem. And yeah, so I looked at it. I had some backup plans about what I might do to try to improve, but I really hadn't had any problems with it. And it's not the most sophisticated of face recognition. It's OpenCV. It's one of the simplest. It's one of the most widely-used, but it's pretty simple, but seem to perform just fine for the most part. I mean, we've had a lot of different students, a lot of different skin tones or facial shapes and all that sort of stuff. Never had anybody have any problems with it. Like I said, the bugs in it is it'll drop your face entirely, but that seems to be relatively... And we have a built-in backup of when the robot doesn't seem to think that a face is there, but a face was just there, that we build in a, let's assume that the face is still there [inaudible 00:13:20].",12,2,0,0,0,0,1,1,0,0,0,0
13,JM,Researcher,Researcher 1,"Act as if it's still there, robot.",13,2,0,0,0,0,0,0,0,0,0,0
14,JM,Faculty,Michael,"Right. And then also we have to deal with what if there's multiple faces in the scene? How do we do that? So the first layer of that is to whichever is the larger in the screen is most likely closest, and most likely closest is probably the one that's the main interactor. [crosstalk 00:13:38] that kind of stuff on there. But yeah, I haven't seen any issues with biases or differences based on that. And from the field stuff, that's where I worry more about it, where the lighting is less standard, that kind of stuff.",14,2,0,0,0,1,1,0,0,0,0,0
15,JM,Researcher,Researcher 1,Is it something you thought about or [crosstalk 00:13:56],15,2,0,0,0,0,0,0,0,0,0,0
16,JM,Faculty,Michael,Oh yeah. Absolutely.,16,2,0,0,0,0,0,0,0,0,0,0
17,JM,Researcher,Researcher 1,... you did a little... Yeah.,17,2,0,0,0,0,0,0,0,0,0,0
18,JM,Faculty,Michael,"Right. So my early field-based stuff, it was really small scale. And it was in the back of my head. You know what I mean? I mean, one of the things that helps is that I've worked with students who have... I mean, we have groups of students. So when they're testing these things out and working with me on these, we're able to do it. Actually, the one that we had the biggest trouble is with the speech recognition stuff. We did a little bit of voice recognition. I guess I hadn't mentioned that. The accents from some of the students, that was where we actually had the biggest trouble. So even relatively mild variations were really hard for speech recognition to pick up. And then that compounds when you have children who are already really tough for speech recognition to figure out any accent with those children. That's why we barely tried any of that actually out in the field. We were trying to do keywords and stuff. But yeah. That's the one that's a lot more problematic is in speech recognition rather than face. And I'm also not doing things where... I know I have colleagues who do emotion recognition, and that terrifies me. I think that [inaudible 00:15:13] no mistake because I know I've seen... I've run these things, and just my resting face, I get classified as border angry quite a bit. I'm a little jolly and I have a little bit of a down slope, and I'm kind of eyebrowey too. And so yeah, I get misclassified all the time on those things. But I've seen that implemented in ways that really does make me nervous, that if we're going to make estimates about, ""That kid is angry,"" and then do something with this data that says, ""This is an angry kid,"" I don't think we're anywhere close to having that as reliable. So that's in part why I use dumb things where face recognition that also has to do with say, ""That's a face,"" that I feel more comfortable and confident in. And if it fails, it's not super consequential, right? The worst-case scenario, if it fails, is it doesn't see a face. And if the face was there before, like I said, we have methods of dealing with that. And worst-case scenario, the robot just looks like it's not paying attention, right? I figured there might be some sort of psychological... I mean, damage is probably too strong a word... impact where a kid maybe feels ignored by the robot if that happens. But if we were using emotional things, emotional estimations to make decisions about what the robot does next, that I think would be much more impactful. So I mean, it's part of why I end up as a roboticist and a Luddite at the same time, that I just really worry about the consequence of technologies, that they work, but the danger... Let's say it's 80% effective, right? That 20%, if there's a pretty strong potential for impact, I want to avoid it. So I think that's part of why it's been successful is I'm not asking it to do too much. Just finding a face as much simpler than classifying it. ",18,2,1,1,0,1,1,0,0,0,0,1
